request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_240,0,not_affordable,not_recommended,none,,none,Requested: INR 101200. Safe to pay today: INR 0. Current available balance: INR 92720; required minimum balance: INR 52800. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-03-20 while preserving the 90-day minimum-balance requirement. Included confirmed salary: INR 62000 on 2026-01-15. Included recurring rent expense: INR 16100.
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Requested: IDR 21052000. Safe to pay today: IDR 21052000.00. Current available balance: IDR 90172322.14; required minimum balance: IDR 19252000. Recommendation: installments. Payment plan: 2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-03-03. Included recurring rent expense: IDR 7182000.
request_242,0,not_affordable,not_recommended,none,,none,Requested: EUR 1966.8. Safe to pay today: EUR 0. Current available balance: EUR 1037.4; required minimum balance: EUR 600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-08-25 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 270.6.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Requested: ZAR 17468. Safe to pay today: ZAR 17468.00. Current available balance: ZAR 47470.4; required minimum balance: ZAR 19900. Recommendation: full_payment. Payment plan: 2026-07-07:17468. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: ZAR 23980 on 2026-07-15. Included recurring housing expense: ZAR 2343.
request_244,28592.64,not_affordable,not_recommended,none,,none,Requested: ZAR 49918. Safe to pay today: ZAR 28592.64. Current available balance: ZAR 126279.2; required minimum balance: ZAR 45900. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-07-16 while preserving the 90-day minimum-balance requirement. Included confirmed salary: ZAR 56760 on 2024-06-15. Included recurring rent expense: ZAR 18106.
request_245,37506.53,affordable_later,wait,2025-11-15:128500,2025-11-15,none,Requested: INR 128500. Safe to pay today: INR 37506.53. Current available balance: INR 160360; required minimum balance: INR 94600. Recommendation: wait. Payment plan: 2025-11-15:128500. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: INR 139994.40 on 2025-11-15. Included recurring rent expense: INR 35400.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Requested: ZAR 64086. Safe to pay today: ZAR 64086.00. Current available balance: ZAR 201692.06; required minimum balance: ZAR 39300. Recommendation: installments. Payment plan: 2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: ZAR 14234.
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Requested: EUR 1059.3. Safe to pay today: EUR 1059.30. Current available balance: EUR 2819.2; required minimum balance: EUR 1300. Recommendation: full_payment. Payment plan: 2024-09-05:1059.3. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: EUR 434.5.
request_248,977.62,affordable_with_plan,partial_payment,2025-02-07:977.62|2025-03-15:987.98,2025-03-15,none,Requested: USD 1965.6. Safe to pay today: USD 977.62. Current available balance: USD 2807.36; required minimum balance: USD 1300. Recommendation: partial_payment. Payment plan: 2025-02-07:977.62|2025-03-15:987.98. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-03-15. Included recurring rent expense: USD 343.2.
request_249,198.86,affordable_later,wait,2026-02-15:643.2,2026-02-15,none,Requested: USD 643.2. Safe to pay today: USD 198.86. Current available balance: USD 942.4; required minimum balance: USD 600. Recommendation: wait. Payment plan: 2026-02-15:643.2. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: USD 210.
request_250,17762.28,affordable_with_plan,partial_payment,2024-12-06:17762.28|2025-01-15:106515.72,2025-01-15,none,Requested: ZAR 124278. Safe to pay today: ZAR 17762.28. Current available balance: ZAR 64120; required minimum balance: ZAR 35300. Recommendation: partial_payment. Payment plan: 2024-12-06:17762.28|2025-01-15:106515.72. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-01-15. Included confirmed salary: ZAR 53680 on 2024-12-15. Included recurring rent expense: ZAR 15158.
request_251,900.74,not_affordable,not_recommended,none,,none,Requested: EUR 1513.6. Safe to pay today: EUR 900.74. Current available balance: EUR 4648.55; required minimum balance: EUR 1300. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-06-06 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 401.5.
request_252,6707759.63,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,Requested: IDR 28082000. Safe to pay today: IDR 6707759.63. Current available balance: IDR 25250700; required minimum balance: IDR 15152200. Recommendation: wait. Payment plan: 2026-08-15:28082000. The selected full payment becomes safe later within the forecast horizon. Included recurring housing expense: IDR 1453500.
request_253,1566.77,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-04-15,none,Requested: EUR 2840.2. Safe to pay today: EUR 1566.77. Current available balance: EUR 4635.57; required minimum balance: EUR 2300. Recommendation: installments. Payment plan: 2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-04-15. Included recurring rent expense: EUR 883.3.
request_254,824.45,affordable_later,wait,2025-09-15:3535.2,2025-09-15,none,Requested: USD 3535.2. Safe to pay today: USD 824.45. Current available balance: USD 4259.6; required minimum balance: USD 2500. Recommendation: wait. Payment plan: 2025-09-15:3535.2. The selected full payment becomes safe later within the forecast horizon. Included recurring housing expense: USD 244.
request_255,3345000.00,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Requested: IDR 3345000. Safe to pay today: IDR 3345000.00. Current available balance: IDR 38518150; required minimum balance: IDR 9813900. Recommendation: full_payment. Payment plan: 2026-04-06:3345000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 3838000.
request_256,86497.26,not_affordable,not_recommended,none,,none,Requested: INR 218700. Safe to pay today: INR 86497.26. Current available balance: INR 394983.28; required minimum balance: INR 168600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-08-19 while preserving the 90-day minimum-balance requirement. Included confirmed salary: INR 214000 on 2024-06-15. Included recurring rent expense: INR 56600.
request_257,581.03,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,Requested: USD 1352.4. Safe to pay today: USD 581.03. Current available balance: USD 2685.2; required minimum balance: USD 1600. Recommendation: wait. Payment plan: 2025-11-15:1352.4. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: USD 1954.37 on 2025-11-15. Included recurring rent expense: USD 540.
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Requested: USD 1113.6. Safe to pay today: USD 1113.60. Current available balance: USD 2603.68; required minimum balance: USD 500. Recommendation: full_payment. Payment plan: 2026-01-07:1113.6. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: USD 572.88 on 2026-01-15. Included recurring rent expense: USD 242.4.
request_259,206.98,affordable_later,wait,2024-10-15:935,2024-10-15,none,Requested: EUR 935. Safe to pay today: EUR 206.98. Current available balance: EUR 1269.3; required minimum balance: EUR 600. Recommendation: wait. Payment plan: 2024-10-15:935. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: EUR 240.9.
request_260,9796636.24,affordable_with_plan,partial_payment,2025-02-06:9796636.24|2025-02-15:42282363.76,2025-02-15,none,Requested: IDR 52079000. Safe to pay today: IDR 9796636.24. Current available balance: IDR 35787100; required minimum balance: IDR 20727700. Recommendation: partial_payment. Payment plan: 2025-02-06:9796636.24|2025-02-15:42282363.76. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-02-15. Included confirmed salary: IDR 29259993.84 on 2025-02-15. Included recurring rent expense: IDR 8436000.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Requested: EUR 1830.4. Safe to pay today: EUR 1830.40. Current available balance: EUR 4718.96; required minimum balance: EUR 1500. Recommendation: full_payment. Payment plan: 2026-07-03:1830.4. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: EUR 301.
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Requested: IDR 9236000. Safe to pay today: IDR 9236000.00. Current available balance: IDR 88406100; required minimum balance: IDR 31018500. Recommendation: full_payment. Payment plan: 2024-12-05:9236000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 13452000.
request_263,8451.55,affordable_with_plan,partial_payment,2025-05-07:8451.55|2025-06-15:43094.45,2025-06-15,none,Requested: ZAR 51546. Safe to pay today: ZAR 8451.55. Current available balance: ZAR 38818; required minimum balance: ZAR 24100. Recommendation: partial_payment. Payment plan: 2025-05-07:8451.55|2025-06-15:43094.45. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-06-15. Included confirmed salary: ZAR 29700 on 2025-05-15. Included recurring rent expense: ZAR 9174.
request_264,22782.49,affordable_later,wait,2026-05-15:111300,2026-05-15,none,Requested: INR 111300. Safe to pay today: INR 22782.49. Current available balance: INR 104375; required minimum balance: INR 59500. Recommendation: wait. Payment plan: 2026-05-15:111300. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: INR 20400.
request_265,45970.00,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Requested: INR 45970. Safe to pay today: INR 45970.00. Current available balance: INR 786105; required minimum balance: INR 189700. Recommendation: full_payment. Payment plan: 2024-03-06:45970. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 83700.
request_266,818.52,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,Requested: EUR 935. Safe to pay today: EUR 818.52. Current available balance: EUR 2354.92; required minimum balance: EUR 900. Recommendation: installments. Payment plan: 2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-08-15. Included recurring rent expense: EUR 266.2.
request_267,1739.79,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,Requested: EUR 1925. Safe to pay today: EUR 1739.79. Current available balance: EUR 3648.98; required minimum balance: EUR 1500. Recommendation: installments. Payment plan: 2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-15. Included recurring rent expense: EUR 575.3.
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Requested: EUR 2426.6. Safe to pay today: EUR 1134.52. Current available balance: EUR 2912.52; required minimum balance: EUR 1400. Recommendation: installments. Payment plan: 2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-07-15. Included recurring rent expense: EUR 557.7.
request_269,0,not_affordable,not_recommended,none,,none,Requested: ZAR 15490. Safe to pay today: ZAR 0. Current available balance: ZAR 45307.9; required minimum balance: ZAR 23100. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-01-02 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: ZAR 11484.
request_270,255.68,not_affordable,not_recommended,none,2026-07-27,none,Requested: USD 3028.8. Safe to pay today: USD 255.68. Current available balance: USD 1935.4; required minimum balance: USD 1400. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-08-30 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-07-27. Included confirmed salary: USD 1071.36 on 2026-07-15. Included recurring housing expense: USD 183.
request_271,24717.65,affordable_later,wait,2024-10-15:91300,2024-10-15,none,Requested: INR 91300. Safe to pay today: INR 24717.65. Current available balance: INR 142960; required minimum balance: INR 58200. Recommendation: wait. Payment plan: 2024-10-15:91300. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: INR 27800.
request_272,6128654.63,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,Requested: IDR 13585000. Safe to pay today: IDR 6128654.63. Current available balance: IDR 16324524; required minimum balance: IDR 7508600. Recommendation: installments. Payment plan: 2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-02-15. Included recurring housing expense: IDR 836000.
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,Requested: IDR 15861000. Safe to pay today: IDR 10756514.78. Current available balance: IDR 32146800; required minimum balance: IDR 18774600. Recommendation: partial_payment. Payment plan: 2026-04-07:10756514.78|2026-04-15:5104485.22. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-04-15. Included recurring rent expense: IDR 10374000.
request_274,2373.68,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Requested: EUR 2713.7. Safe to pay today: EUR 2373.68. Current available balance: EUR 4847.31; required minimum balance: EUR 1800. Recommendation: installments. Payment plan: 2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-12-15. Included recurring rent expense: EUR 576.4.
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Requested: IDR 15884000. Safe to pay today: IDR 15884000.00. Current available balance: IDR 37206450; required minimum balance: IDR 12760100. Recommendation: full_payment. Payment plan: 2025-05-06:15884000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 5225000.
